,News_Heading,Views_per_day,review_text
2261,"Rare Mercedes fetches $143 million, becomes most valuable car in the world | WION Originals",243.0,rare mercedes fetch million becomes valuable car original
2262,"The Good Life: Would you buy $1,600-dollar Umbrella? | World News | WION",567.0,good life would buy dollar umbrella
2263,"Pakistan: Maryam slams Imran Khan, calls him incompetent | International News | WION",733.0,pakistan maryam slam imran khan call incompetent international
2264,"WION Live Broadcast | US President tours Samsung factory in South Korea | Direct from Washington, DC",180.0,broadcast u president tour samsung factory south korea direct washington dc
2265,Sri Lanka President Gotabaya Rajapaksa swears in nine new ministers | International News | WION,467.0,sri lanka president gotabaya rajapaksa swears nine new minister international
2266,Racist attack in South African University: Urine assault sparks protest | World News | WION,367.0,racist attack south african university urine assault spark protest
2267,Johnny Depp vs Amber Heard trial: Depp's ex-girlfriend calls him 'jealous & controlling' | WION,1533.0,johnny depp v amber heard trial depp ex girlfriend call jealous controlling
2268,Royals attend 'Top Gun: Maverick' movie premiere in London | WION Shorts,333.0,royal attend top gun maverick movie premiere london short
2269,About 40% foreign teachers may leave jobs in China | International News | WION,1067.0,foreign teacher may leave job china international
2270,US: Nancy Pelosi warns to not alter Northern Ireland deal | International News | WION,250.0,u nancy pelosi warns not alter northern ireland deal international
2271,"Ukraine under attack: 'Deliberate attempt to kill Ukrainians,' says President Zelensky | WION",1967.0,ukraine attack deliberate attempt kill ukrainian say president zelensky
2272,WION Live Broadcast | Zelensky says Donbas 'destroyed' turned into 'hell' | Direct from London,867.0,broadcast zelensky say donbas destroyed turned hell direct london
2273,US President Joe Biden in South Korea to reaffirm key alliance | World News | WION,400.0,u president joe biden south korea reaffirm key alliance
2274,Australian Elections 2022: Opinion polls predict change in government | International News | WION,217.0,australian election opinion poll predict change government international
2275,Pakistan: Karachi University registrar cancels conference due to security concerns | WION,163.0,pakistan karachi university registrar cancel conference due security concern
2276,Watch Aishwarya Rai Bachchan's 20-year journey at the Cannes film festival | World English News,1067.0,watch aishwarya rai bachchan year journey cannes film festival
2277,Taliban's new draconian decree for women: Face cover must for female news anchors | English News,323.0,taliban new draconian decree woman face cover must female anchor
2278,US President Joe Biden's first Asia trip: Biden arrives in South Korea | World English News | WION,700.0,u president joe biden first asia trip biden arrives south korea
2279,The US approves Pfizer booster shots for the 5-11 age group against COVID-19 | World English News,53.0,u approves pfizer booster shot age group covid
2280,The food crisis worsens across the globe: The US slams Russia for amplifying the crisis | WION,567.0,food crisis worsens across globe u slam russia amplifying crisis
2281,Pakistan's Foreign Minister Bilawal Bhutto defends former PM Imran Khan's Moscow visit | WION,1033.0,pakistan foreign minister bilawal bhutto defends former pm imran khan moscow visit
2282,Pakistan bans the import of 38 luxury goods amid the ongoing economic crisis | World English News,1300.0,pakistan ban import thirty eight luxury good amid ongoing economic crisis
2283,"US President Joe Biden heads to East Asia: North Korea, China in focus for Asia trip | English News",600.0,u president joe biden head east asia north korea china focus asia trip
2284,Israel to hold massive military drill simulating an attack on Iran's nuclear sites | English News,3767.0,israel hold massive military drill simulating attack iran nuclear site
2285,A devastating drought in Ethiopia: No drop of rain for 18 months | World English News | WION,1100.0,devastating drought ethiopia no drop rain eighteen month
2286,US abortion rights fight gets bigger as Oklahoma approves anti-abortion bill | World English News,143.0,u abortion right fight get bigger oklahoma approves anti abortion bill
2287,Why this man in Los Angeles is wearing a garbage suit? | WION Shorts,500.0,man los angeles wearing garbage suit short
2288,India denounces Pakistan's propaganda: India slams Pak FM Bilawal Bhutto's Kashmir remark at UNSC,2033.0,india denounces pakistan propaganda india slam pak fm bilawal bhutto kashmir remark unsc
2289,Tracking Protests against food prices: People take to the streets across the globe | English News,10867.0,tracking protest food price people take street across globe
2290,"Russia Intensifies attacks on Donbas, Zelensky says Donbas completely destroyed | World English News",4967.0,russia intensifies attack donbas zelensky say donbas completely destroyed
2291,Comic book on Zelensky: 22-page book depicts President's life | World Latest English New | WION,167.0,comic book zelensky page book depicts president life new
2292,Indian luxury car market: Strong revival in demand | World Latest English News | Business News,163.0,indian luxury car market strong revival demand business
2293,How India's oil supply is changing? India's oil supply from Russia surge | World English News | WION,4600.0,india oil supply changing india oil supply russia surge
2294,Japan's April consumer prices: Biggest jump in consumer prices in over 7 years | English News,157.0,japan april consumer price biggest jump consumer price seven year
2295,Suzuki Motor's Indian arm to expand: New plant to create 13000 jobs for the Indian market | WION,217.0,suzuki motor indian arm expand new plant create thirteen thousand job indian market
2296,Musk says 'Tesla is on my mind 24/7' as Tesla CEO trying to soothe investor worries | English News,367.0,musk say tesla mind tesla ceo trying soothe investor worry
2297,"Canada to ban Huawei, ZTE 5G equipment as it joins five eyes intelligence-sharing network | WION",283.0,canada ban huawei zte g equipment join five eye intelligence sharing network
2298,Pakistan FM's maiden U.S. visit: Bilawal Bhutto Zardari responds to WION's questions | WION,3467.0,pakistan fm maiden u visit bilawal bhutto zardari responds question
2299,First war crimes trial in Ukraine: 21-year-old apologises to victim's widow | World English News,287.0,first war crime trial ukraine year old apologises victim widow
2300,Remains of WWII US airman found in Thailand: Discovered remains sent to the US | World English News,967.0,remains wwii u airman found thailand discovered remains sent u
2301,BRICS foreign ministers meet concludes: Focus on strengthening multilateral system | English News,1767.0,brics foreign minister meet concludes focus strengthening multilateral system
2302,"Biden: New NATO members are not a threat | Turkey is lone roadblock to Sweden, Finland NATO bids",2600.0,biden new nato member not threat turkey lone roadblock sweden finland nato bid
2303,South Asia Diary: Sherpa scales Everest for 26th time,123.0,south asia diary sherpa scale everest th time
2304,"Report: Biden, Saudi Prince MBS may meet for first time | World Latest News | WION",1233.0,biden saudi prince mb may meet first time
2305,Mercury to hit 50°C again in some parts of India this week | WION Climate Tracker | WION,700.0,mercury hit c part india week climate tracker
2306,Report: China building second bridge in Pangong TSO | China provokes again near border | WION,1600.0,china building second bridge pangong tso china provokes near border
2307,Heavy rainfall lashes India's Northeastern state of Assam | WION Climate Tracker | WION,180.0,heavy rainfall lash india northeastern state assam climate tracker
2308,World Meteorological Organization's report hints at Oceans' degradation | WION,433.0,meteorological organization hint ocean degradation
2309,Sri Lanka defaults on its debt for first time in history | PM's office expenses slashed by 50% |WION,700.0,sri lanka default debt first time history pm office expense slashed
2310,Climate change affecting the timing of Bird migrations | WION Climate Tracker | WION,170.0,climate change affecting timing bird migration climate tracker
2311,Temperatures soaring in France's Lyon city worry air quality observers | WION,287.0,temperature soaring france lyon city worry air quality observer
2312,EU's costly 'Green Energy' plan to phase out Russian fossil fuels | WION Climate Tracker | WION,500.0,eu costly green energy plan phase russian fossil fuel climate tracker
2313,The Good Life: Is power dressing becoming a thing of the past? | Formal Wear | WION News,170.0,good life power dressing becoming thing past formal wear
